TMP,HUM,C02,V_ST,Time,D_N
28.98,37.04,635,100%,Wed Oct 26 15:48:31 2022,1257
28.97,37.26,631,100%,Wed Oct 26 15:48:41 2022,1258
28.98,36.96,625,100%,Wed Oct 26 15:48:51 2022,1259
29.01,36.94,622,100%,Wed Oct 26 15:49:01 2022,1260
28.98,36.89,621,100%,Wed Oct 26 15:49:12 2022,1261
29.04,36.86,618,100%,Wed Oct 26 15:49:22 2022,1262
29.1,36.96,618,100%,Wed Oct 26 15:49:32 2022,1263
29.17,36.29,617,100%,Wed Oct 26 15:49:42 2022,1264
29.22,37.04,615,100%,Wed Oct 26 15:49:52 2022,1265
29.14,36.59,614,100%,Wed Oct 26 15:50:02 2022,1266
29.15,36.74,616,100%,Wed Oct 26 15:50:12 2022,1267
29.1,36.61,614,100%,Wed Oct 26 15:50:22 2022,1268
29.07,38.74,614,100%,Wed Oct 26 15:50:33 2022,1269
29.1,37.51,618,100%,Wed Oct 26 15:50:43 2022,1270
29.01,36.74,623,100%,Wed Oct 26 15:50:53 2022,1271
29.02,36.99,628,100%,Wed Oct 26 15:51:03 2022,1272
28.97,37.6,631,100%,Wed Oct 26 15:51:13 2022,1273
28.95,37.71,637,100%,Wed Oct 26 15:51:23 2022,1274
28.98,37.46,639,100%,Wed Oct 26 15:51:33 2022,1275
29.02,38.57,642,100%,Wed Oct 26 15:51:44 2022,1276
29.02,37.29,648,100%,Wed Oct 26 15:51:54 2022,1277
29.14,37.83,661,100%,Wed Oct 26 15:52:24 2022,1278
29.02,36.94,660,100%,Wed Oct 26 15:52:34 2022,1279
28.97,37.11,659,100%,Wed Oct 26 15:52:44 2022,1280
28.88,37.73,659,100%,Wed Oct 26 15:52:54 2022,1281
28.97,37.13,655,100%,Wed Oct 26 15:53:05 2022,1282
29.01,37.06,652,100%,Wed Oct 26 15:53:15 2022,1283
28.98,37.41,653,100%,Wed Oct 26 15:53:25 2022,1284
29.01,36.94,648,100%,Wed Oct 26 15:53:35 2022,1285
29.07,36.49,645,100%,Wed Oct 26 15:53:45 2022,1286
29.08,36.61,637,100%,Wed Oct 26 15:53:55 2022,1287
29.11,37.16,633,100%,Wed Oct 26 15:54:05 2022,1288
29.17,36.64,628,100%,Wed Oct 26 15:54:15 2022,1289
29.18,36.81,624,100%,Wed Oct 26 15:54:26 2022,1290
29.22,36.44,619,100%,Wed Oct 26 15:54:36 2022,1291
29.21,36.07,623,100%,Wed Oct 26 15:54:46 2022,1292
28.87,37.55,640,100%,Wed Oct 26 15:58:11 2022,1293
28.91,37.73,635,100%,Wed Oct 26 15:58:22 2022,1294
28.9,37.11,631,100%,Wed Oct 26 15:58:32 2022,1295
28.88,37.21,629,100%,Wed Oct 26 15:58:42 2022,1296
28.9,37.73,622,100%,Wed Oct 26 15:58:52 2022,1297
28.9,37.76,625,100%,Wed Oct 26 15:59:02 2022,1298
28.88,37.13,620,100%,Wed Oct 26 15:59:12 2022,1299
28.88,37.04,621,100%,Wed Oct 26 15:59:22 2022,1300
29.02,36.79,614,100%,Wed Oct 26 15:59:32 2022,1301
29.08,36.66,611,100%,Wed Oct 26 15:59:43 2022,1302
29.01,37.55,611,100%,Wed Oct 26 15:59:53 2022,1303
28.95,37.8,605,100%,Wed Oct 26 16:00:03 2022,1304
29.05,36.94,602,100%,Wed Oct 26 16:00:13 2022,1305
29.12,36.94,596,100%,Wed Oct 26 16:00:23 2022,1306
29.17,36.79,593,100%,Wed Oct 26 16:00:33 2022,1307
29.21,36.79,591,100%,Wed Oct 26 16:00:43 2022,1308
29.17,37.23,590,100%,Wed Oct 26 16:00:54 2022,1309
29.19,36.49,589,100%,Wed Oct 26 16:01:04 2022,1310
24.56,40.94,858,100%,Thu Nov  3 11:05:56 2022,1311
24.55,40.82,858,100%,Thu Nov  3 11:06:06 2022,1312
24.52,40.89,860,100%,Thu Nov  3 11:06:16 2022,1313
24.5,40.72,863,100%,Thu Nov  3 11:06:26 2022,1314
24.48,40.6,865,100%,Thu Nov  3 11:06:36 2022,1315
24.46,40.5,865,100%,Thu Nov  3 11:06:47 2022,1316
24.43,40.72,867,100%,Thu Nov  3 11:06:57 2022,1317
24.42,40.7,868,100%,Thu Nov  3 11:07:07 2022,1318
24.39,40.89,865,100%,Thu Nov  3 11:07:17 2022,1319
24.38,40.84,865,100%,Thu Nov  3 11:07:27 2022,1320
24.36,40.7,864,100%,Thu Nov  3 11:07:37 2022,1321
24.35,40.82,863,100%,Thu Nov  3 11:07:47 2022,1322
24.34,40.99,860,100%,Thu Nov  3 11:07:58 2022,1323
24.31,41.17,858,100%,Thu Nov  3 11:08:08 2022,1324
24.3,41.31,859,100%,Thu Nov  3 11:08:18 2022,1325
24.3,41.22,859,100%,Thu Nov  3 11:08:28 2022,1326
24.27,41.22,856,100%,Thu Nov  3 11:08:38 2022,1327
24.27,41.27,857,100%,Thu Nov  3 11:08:48 2022,1328
24.26,41.27,858,100%,Thu Nov  3 11:08:59 2022,1329
24.26,41.56,856,100%,Thu Nov  3 11:09:09 2022,1330
24.24,41.31,859,100%,Thu Nov  3 11:09:19 2022,1331
24.23,41.31,857,100%,Thu Nov  3 11:09:29 2022,1332
24.23,41.31,857,100%,Thu Nov  3 11:09:39 2022,1333
24.21,41.34,860,100%,Thu Nov  3 11:09:49 2022,1334
24.21,41.24,860,100%,Thu Nov  3 11:09:59 2022,1335
24.21,41.14,865,100%,Thu Nov  3 11:10:10 2022,1336
24.21,41.14,865,100%,Thu Nov  3 11:10:20 2022,1337
24.21,41.41,862,100%,Thu Nov  3 11:10:30 2022,1338
24.21,41.44,866,100%,Thu Nov  3 11:10:40 2022,1339
24.2,41.31,867,100%,Thu Nov  3 11:10:50 2022,1340
24.2,41.41,865,100%,Thu Nov  3 11:11:00 2022,1341
24.2,41.24,867,100%,Thu Nov  3 11:11:10 2022,1342
24.2,41.17,869,100%,Thu Nov  3 11:11:20 2022,1343
24.2,41.29,869,100%,Thu Nov  3 11:11:31 2022,1344
24.19,41.34,871,100%,Thu Nov  3 11:11:41 2022,1345
24.19,41.29,871,100%,Thu Nov  3 11:11:51 2022,1346
24.19,41.09,876,100%,Thu Nov  3 11:12:01 2022,1347
24.17,41.19,882,100%,Thu Nov  3 11:12:30 2022,1348
24.19,41.27,882,100%,Thu Nov  3 11:12:40 2022,1349
24.19,41.17,881,100%,Thu Nov  3 11:12:50 2022,1350
24.17,40.97,878,100%,Thu Nov  3 11:13:00 2022,1351
24.19,41.14,873,100%,Thu Nov  3 11:13:10 2022,1352
24.19,41.14,868,100%,Thu Nov  3 11:13:20 2022,1353
24.19,41.14,862,100%,Thu Nov  3 11:13:31 2022,1354
24.2,41.12,858,100%,Thu Nov  3 11:13:41 2022,1355
24.21,41.27,854,100%,Thu Nov  3 11:13:51 2022,1356
24.23,41.39,849,100%,Thu Nov  3 11:14:01 2022,1357
24.21,41.27,850,100%,Thu Nov  3 11:14:11 2022,1358
24.23,41.29,849,100%,Thu Nov  3 11:14:21 2022,1359
24.21,41.46,849,100%,Thu Nov  3 11:14:32 2022,1360
24.23,41.31,852,100%,Thu Nov  3 11:14:42 2022,1361
24.23,41.24,853,100%,Thu Nov  3 11:14:52 2022,1362
24.23,41.22,857,100%,Thu Nov  3 11:15:02 2022,1363
24.21,41.24,859,100%,Thu Nov  3 11:15:12 2022,1364
24.23,41.27,860,100%,Thu Nov  3 11:15:22 2022,1365
24.23,41.31,861,100%,Thu Nov  3 11:15:32 2022,1366
24.21,41.31,864,100%,Thu Nov  3 11:15:43 2022,1367
24.23,41.41,864,100%,Thu Nov  3 11:15:53 2022,1368
24.21,41.39,864,100%,Thu Nov  3 11:16:03 2022,1369
24.21,41.46,866,100%,Thu Nov  3 11:16:13 2022,1370
24.23,41.46,866,100%,Thu Nov  3 11:16:23 2022,1371
24.23,41.41,867,100%,Thu Nov  3 11:16:33 2022,1372
24.23,41.44,869,100%,Thu Nov  3 11:16:43 2022,1373
24.24,41.41,868,100%,Thu Nov  3 11:16:53 2022,1374
24.24,41.39,870,100%,Thu Nov  3 11:17:04 2022,1375
24.24,41.22,872,100%,Thu Nov  3 11:17:14 2022,1376
24.24,41.14,873,100%,Thu Nov  3 11:17:24 2022,1377
24.24,41.27,873,100%,Thu Nov  3 11:17:34 2022,1378
24.24,41.27,875,100%,Thu Nov  3 11:17:44 2022,1379
24.24,41.31,875,100%,Thu Nov  3 11:17:54 2022,1380
24.24,41.39,877,100%,Thu Nov  3 11:18:05 2022,1381
24.23,41.31,878,100%,Thu Nov  3 11:18:15 2022,1382
24.24,41.17,879,100%,Thu Nov  3 11:18:25 2022,1383
24.23,41.49,882,100%,Thu Nov  3 11:18:36 2022,1384
24.53,47.02,0,%100,Wed Nov  9 13:42:36 2022,1385

24.48,47.27,0,%100,Wed Nov  9 13:42:58 2022,1386

24.45,47.29,0,%100,Wed Nov  9 13:43:22 2022,1387

25.17,57.61,0,%100,Wed Nov  9 13:43:35 2022,1388

25.18,47.14,0,%100,Wed Nov  9 13:43:57 2022,1389

24.79,46.21,0,%100,Wed Nov  9 13:44:18 2022,1390

24.53,46.97,0,%100,Wed Nov  9 13:44:43 2022,1391

24.46,46.97,1463,%100,Wed Nov  9 13:44:53 2022,1392

24.41,47.34,1505,%100,Wed Nov  9 13:45:13 2022,1393

24.38,47.46,1552,%100,Wed Nov  9 13:45:33 2022,1394

24.36,47.02,1695,%100,Wed Nov  9 13:45:54 2022,1395

24.36,47.27,1779,%100,Wed Nov  9 13:46:04 2022,1396

24.59,59.62,1818,%100,Wed Nov  9 13:46:24 2022,1397

24.52,50.22,1668,%100,Wed Nov  9 13:46:45 2022,1398

24.45,47.75,1440,%100,Wed Nov  9 13:47:05 2022,1399

24.45,47.73,1396,%100,Wed Nov  9 13:47:15 2022,1400

24.43,47.63,1325,%100,Wed Nov  9 13:47:36 2022,1401

24.39,47.36,0,%100,Wed Nov  9 13:47:58 2022,1402

24.42,47.51,0,%100,Wed Nov  9 13:48:22 2022,1403

24.38,47.63,0,%100,Wed Nov  9 13:48:35 2022,1404

24.41,47.75,0,%100,Wed Nov  9 13:48:57 2022,1405

24.3,47.66,0,%100,Wed Nov  9 13:49:19 2022,1406

23.27,47.44,0,%100,<module 'time' (built-in)>,1407
22.85,56.86,0,%100,<module 'time' (built-in)>,1408
23.19,49.39,0,%100,<module 'time' (built-in)>,1409
23.3,47.29,0,%100,<module 'time' (built-in)>,1410
23.43,47.93,0,%100,Wed Nov 16 12:51:21 2022,1411
23.47,47.51,0,%100,Wed Nov 16 12:51:33 2022,1412
23.5,47.14,0,%100,Wed Nov 16 12:51:45 2022,1413
23.51,47.07,0,%100,Wed Nov 16 12:51:57 2022,1414
23.52,46.75,0,%100,Wed Nov 16 12:52:09 2022,1415
23.55,46.65,0,%100,Wed Nov 16 12:52:21 2022,1416
23.59,46.38,0,%100,Wed Nov 16 12:52:33 2022,1417
23.57,46.31,0,%100,Wed Nov 16 12:52:46 2022,1418
23.58,46.48,0,%100,Wed Nov 16 12:52:58 2022,1419
23.59,46.45,0,%100,Wed Nov 16 12:53:10 2022,1420
23.64,46.77,0,%100,Wed Nov 16 12:53:22 2022,1421
23.64,46.85,0,%100,Wed Nov 16 12:53:34 2022,1422
23.65,46.8,0,%100,Wed Nov 16 12:53:46 2022,1423
23.82,46.16,0,%100,Wed Nov 16 12:55:34 2022,1424
23.83,45.82,0,%100,Wed Nov 16 12:55:46 2022,1425
23.86,45.65,0,%100,Wed Nov 16 12:55:58 2022,1426
23.86,45.55,0,%100,Wed Nov 16 12:56:11 2022,1427
23.9,45.47,0,%100,Wed Nov 16 12:56:22 2022,1428
23.93,45.47,0,%100,Wed Nov 16 12:56:34 2022,1429
23.93,45.33,0,%100,Wed Nov 16 12:56:47 2022,1430
23.96,45.3,0,%100,Wed Nov 16 12:56:59 2022,1431
23.97,45.13,0,%100,Wed Nov 16 12:57:11 2022,1432
23.99,45.06,0,%100,Wed Nov 16 12:57:23 2022,1433
23.99,44.96,0,%100,Wed Nov 16 12:57:35 2022,1434
23.97,44.79,0,%100,Wed Nov 16 12:57:47 2022,1435
23.97,44.74,0,%100,Wed Nov 16 12:57:59 2022,1436
24,44.52,0,%100,Wed Nov 16 12:58:11 2022,1437
24.02,44.24,0,%100,Wed Nov 16 12:58:23 2022,1438
24.03,44.34,0,%100,Wed Nov 16 12:58:35 2022,1439
24.02,44.42,0,%100,Wed Nov 16 12:58:48 2022,1440
24,44.69,0,%100,Wed Nov 16 12:59:00 2022,1441
24.03,44.57,0,%100,Wed Nov 16 12:59:12 2022,1442
24.03,44.5,0,%100,Wed Nov 16 12:59:24 2022,1443
24.02,44.69,0,%100,Wed Nov 16 12:59:36 2022,1444
24.02,44.69,0,%100,Wed Nov 16 12:59:48 2022,1445
24,44.62,0,%100,Wed Nov 16 13:00:00 2022,1446
23.99,44.57,0,%100,Wed Nov 16 13:00:12 2022,1447
24.02,44.5,0,%100,Wed Nov 16 13:00:24 2022,1448
24.03,44.39,0,%100,Wed Nov 16 13:00:36 2022,1449
24.04,44.34,0,%100,Wed Nov 16 13:00:48 2022,1450
24.06,44.39,0,%100,Wed Nov 16 13:01:01 2022,1451
24.09,44.29,0,%100,Wed Nov 16 13:01:13 2022,1452
24.1,44.24,0,%100,Wed Nov 16 13:01:25 2022,1453
24.1,44.22,0,%100,Wed Nov 16 13:01:37 2022,1454
24.1,44.29,0,%100,Wed Nov 16 13:01:49 2022,1455
24.03,44.52,0,%100,Wed Nov 16 13:02:01 2022,1456
24.06,44.74,0,%100,Wed Nov 16 13:02:13 2022,1457
24.04,44.46,0,%100,Wed Nov 16 13:02:25 2022,1458
24.07,44.34,0,%100,Wed Nov 16 13:02:37 2022,1459
24.09,44.1,0,%100,Wed Nov 16 13:02:49 2022,1460
24.1,44.12,0,%100,Wed Nov 16 13:03:01 2022,1461
24.13,44.07,0,%100,Wed Nov 16 13:03:13 2022,1462
24.13,44.12,0,%100,Wed Nov 16 13:03:26 2022,1463
24.16,44.12,0,%100,Wed Nov 16 13:03:38 2022,1464
24.17,43.83,0,%100,Wed Nov 16 13:03:50 2022,1465
24.17,43.76,0,%100,Wed Nov 16 13:04:02 2022,1466
24.17,43.85,0,%100,Wed Nov 16 13:04:14 2022,1467
24.19,44,0,%100,Wed Nov 16 13:04:26 2022,1468
24.2,43.93,0,%100,Wed Nov 16 13:04:38 2022,1469
24.2,43.85,0,%100,Wed Nov 16 13:04:50 2022,1470
24.19,43.83,0,%100,Wed Nov 16 13:05:02 2022,1471
24.2,43.88,0,%100,Wed Nov 16 13:05:14 2022,1472
24.21,43.88,0,%100,Wed Nov 16 13:05:26 2022,1473
24.24,43.76,0,%100,Wed Nov 16 13:05:38 2022,1474
24.23,43.76,0,%100,Wed Nov 16 13:05:51 2022,1475
24.23,43.81,0,%100,Wed Nov 16 13:06:03 2022,1476
24.23,43.81,0,%100,Wed Nov 16 13:06:15 2022,1477
24.21,43.71,0,%100,Wed Nov 16 13:06:27 2022,1478
24.23,43.68,0,%100,Wed Nov 16 13:06:39 2022,1479
24.23,43.66,0,%100,Wed Nov 16 13:06:51 2022,1480
24.26,43.76,0,%100,Wed Nov 16 13:07:03 2022,1481
24.26,43.73,0,%100,Wed Nov 16 13:07:15 2022,1482
24.27,43.58,0,%100,Wed Nov 16 13:07:27 2022,1483
24.26,43.58,0,%100,Wed Nov 16 13:07:39 2022,1484
24.28,43.6,0,%100,Wed Nov 16 13:07:51 2022,1485
24.28,43.68,0,%100,Wed Nov 16 13:08:03 2022,1486
24.28,43.41,0,%100,Wed Nov 16 13:08:16 2022,1487
24.28,43.48,0,%100,Wed Nov 16 13:08:28 2022,1488
24.27,43.56,0,%100,Wed Nov 16 13:08:40 2022,1489
24.27,43.41,0,%100,Wed Nov 16 13:08:52 2022,1490
24.28,43.53,0,%100,Wed Nov 16 13:09:04 2022,1491
24.3,43.73,0,%100,Wed Nov 16 13:09:16 2022,1492
24.3,43.9,0,%100,Wed Nov 16 13:09:28 2022,1493
24.3,43.85,0,%100,Wed Nov 16 13:09:40 2022,1494
24.3,43.81,0,%100,Wed Nov 16 13:09:52 2022,1495
24.3,43.43,0,%100,Wed Nov 16 13:10:04 2022,1496
24.31,43.26,0,%100,Wed Nov 16 13:10:16 2022,1497
24.31,43.31,0,%100,Wed Nov 16 13:10:28 2022,1498
24.34,43.41,0,%100,Wed Nov 16 13:10:41 2022,1499
24.34,43.41,0,%100,Wed Nov 16 13:10:53 2022,1500
24.34,43.31,0,%100,Wed Nov 16 13:11:05 2022,1501
24.31,43.38,0,%100,Wed Nov 16 13:11:17 2022,1502
24.31,43.63,0,%100,Wed Nov 16 13:11:29 2022,1503
24.34,43.51,0,%100,Wed Nov 16 13:11:41 2022,1504
24.3,43.58,0,%100,Wed Nov 16 13:11:53 2022,1505
24.31,43.51,0,%100,Wed Nov 16 13:12:05 2022,1506
24.34,43.51,0,%100,Wed Nov 16 13:12:17 2022,1507
24.3,43.48,0,%100,Wed Nov 16 13:12:29 2022,1508
24.31,43.58,0,%100,Wed Nov 16 13:12:41 2022,1509
24.34,43.56,0,%100,Wed Nov 16 13:12:53 2022,1510
24.34,43.51,0,%100,Wed Nov 16 13:13:05 2022,1511
24.35,43.31,0,%100,Wed Nov 16 13:13:18 2022,1512
24.35,43.38,0,%100,Wed Nov 16 13:13:30 2022,1513
24.31,43.56,0,%100,Wed Nov 16 13:13:42 2022,1514
24.34,43.68,0,%100,Wed Nov 16 13:13:54 2022,1515
24.34,43.31,0,%100,Wed Nov 16 13:14:06 2022,1516
24.34,43.29,0,%100,Wed Nov 16 13:14:18 2022,1517
24.35,43.34,0,%100,Wed Nov 16 13:14:30 2022,1518
24.36,43.38,0,%100,Wed Nov 16 13:14:42 2022,1519
24.36,43.48,0,%100,Wed Nov 16 13:14:54 2022,1520
24.35,43.6,0,%100,Wed Nov 16 13:15:06 2022,1521
24.36,43.12,0,%100,Wed Nov 16 13:15:18 2022,1522
24.34,43.51,0,%100,Wed Nov 16 13:15:31 2022,1523
24.34,43.63,0,%100,Wed Nov 16 13:15:43 2022,1524
24.34,43.48,0,%100,Wed Nov 16 13:15:55 2022,1525
24.35,43.31,0,%100,Wed Nov 16 13:16:07 2022,1526
24.38,43.31,0,%100,Wed Nov 16 13:16:19 2022,1527
24.38,43.46,0,%100,Wed Nov 16 13:16:31 2022,1528
24.38,43.26,0,%100,Wed Nov 16 13:16:43 2022,1529
24.38,43.34,0,%100,Wed Nov 16 13:16:55 2022,1530
24.39,43.56,0,%100,Wed Nov 16 13:17:07 2022,1531
24.39,43.78,0,%100,Wed Nov 16 13:17:19 2022,1532
24.39,43.66,0,%100,Wed Nov 16 13:17:31 2022,1533
24.42,44.39,0,%100,Wed Nov 16 13:17:53 2022,1534
24.43,44.42,0,%100,Wed Nov 16 13:18:16 2022,1535
24.43,46.33,0,%100,Wed Nov 16 13:18:40 2022,1536
24.45,46.65,0,%100,Wed Nov 16 13:18:52 2022,1537
24.13,44.84,0,%100,Wed Nov 16 13:20:27 2022,1538
24.06,44.67,0,%100,Wed Nov 16 13:20:40 2022,1539
24.02,44.34,0,%100,Wed Nov 16 13:21:00 2022,1540
24.02,44.37,1112,%100,Wed Nov 16 13:21:20 2022,1541
24,44.89,1136,%100,Wed Nov 16 13:21:41 2022,1542
24.02,44.84,1137,%100,Wed Nov 16 13:21:51 2022,1543
24.04,44.39,890,%100,Wed Nov 16 13:22:11 2022,1544
24.07,44.15,907,%100,Wed Nov 16 13:22:31 2022,1545
24.13,44.07,1150,%100,Wed Nov 16 13:22:52 2022,1546
24.16,43.68,1164,%100,Wed Nov 16 13:23:02 2022,1547
24.2,44,1267,%100,Wed Nov 16 13:23:23 2022,1548
24.26,43.71,1201,%100,Wed Nov 16 13:23:43 2022,1549
24.31,43.68,825,%100,Wed Nov 16 13:24:03 2022,1550
24.35,43.81,812,%100,Wed Nov 16 13:24:13 2022,1551
24.41,42.89,975,%100,Wed Nov 16 13:24:33 2022,1552
24.48,43.09,1032,%100,Wed Nov 16 13:24:53 2022,1553
24.45,43.31,948,%100,Wed Nov 16 13:25:14 2022,1554
24.48,42.94,870,%100,Wed Nov 16 13:25:24 2022,1555
24.55,42.82,907,%100,Wed Nov 16 13:25:44 2022,1556
24.6,42.5,923,%100,Wed Nov 16 13:26:04 2022,1557
24.66,42.72,886,%100,Wed Nov 16 13:26:24 2022,1558
24.69,42.82,971,%100,Wed Nov 16 13:26:34 2022,1559
24.72,42.79,1055,%100,Wed Nov 16 13:26:54 2022,1560
24.79,42.5,921,%100,Wed Nov 16 13:27:35 2022,1561
24.79,42.74,897,%100,Wed Nov 16 13:27:46 2022,1562
24.8,42.69,930,%100,Wed Nov 16 13:28:06 2022,1563
24.74,42.79,858,%100,Wed Nov 16 13:28:26 2022,1564
24.84,42.72,940,%100,Wed Nov 16 13:28:46 2022,1565
24.87,42.65,949,%100,Wed Nov 16 13:28:56 2022,1566
24.93,42.45,869,%100,Wed Nov 16 13:29:16 2022,1567
24.98,42.43,995,%100,Wed Nov 16 13:29:37 2022,1568
25.03,42.33,1039,%100,Wed Nov 16 13:29:57 2022,1569
25.03,42.3,1087,%100,Wed Nov 16 13:30:07 2022,1570
25.05,42.62,1144,%100,Wed Nov 16 13:30:27 2022,1571
25.1,42.97,1078,%100,Wed Nov 16 13:30:38 2022,1572
25.1,43.16,1122,%100,Wed Nov 16 13:30:48 2022,1573
25.12,42.5,1165,%100,Wed Nov 16 13:30:58 2022,1574
25.1,42.47,1047,%100,Wed Nov 16 13:31:08 2022,1575
25.11,42.6,1234,%100,Wed Nov 16 13:31:18 2022,1576
25.14,42.74,973,%100,Wed Nov 16 13:31:28 2022,1577
25.15,42.67,1139,%100,Wed Nov 16 13:31:38 2022,1578
25.18,43.24,1120,%100,Wed Nov 16 13:31:48 2022,1579
25.18,42.47,1049,%100,Wed Nov 16 13:31:59 2022,1580
25.21,42.18,1114,%100,Wed Nov 16 13:32:09 2022,1581
25.21,41.93,1163,%100,Wed Nov 16 13:32:19 2022,1582
25.24,42.03,1143,%100,Wed Nov 16 13:32:29 2022,1583
25.28,41.81,1143,%100,Wed Nov 16 13:32:39 2022,1584
25.28,41.86,1045,%100,Wed Nov 16 13:32:49 2022,1585
25.31,42,1027,%100,Wed Nov 16 13:32:59 2022,1586
25.32,41.76,1019,%100,Wed Nov 16 13:33:10 2022,1587
25.35,41.64,1057,%100,Wed Nov 16 13:33:20 2022,1588
25.41,41.56,983,%100,Wed Nov 16 13:33:40 2022,1589
25.34,41.81,1164,%100,Wed Nov 16 13:34:00 2022,1590
25.34,41.83,1146,%100,Wed Nov 16 13:34:20 2022,1591
25.34,41.76,1007,%100,Wed Nov 16 13:34:30 2022,1592
25.36,42,1131,%100,Wed Nov 16 13:34:50 2022,1593
25.39,41.56,1072,%100,Wed Nov 16 13:35:11 2022,1594
25.41,41.41,1060,%100,Wed Nov 16 13:35:31 2022,1595
25.39,41.49,1130,%100,Wed Nov 16 13:35:41 2022,1596
25.39,41.53,972,%100,Wed Nov 16 13:36:02 2022,1597
25.46,41.41,1110,%100,Wed Nov 16 13:36:22 2022,1598
25.48,41.31,1081,%100,Wed Nov 16 13:36:42 2022,1599
25.46,41.05,1002,%100,Wed Nov 16 13:36:52 2022,1600
25.45,40.84,974,%100,Wed Nov 16 13:37:12 2022,1601
25.48,40.89,973,%100,Wed Nov 16 13:37:32 2022,1602
25.52,40.65,1008,%100,Wed Nov 16 13:37:53 2022,1603
25.5,40.72,1003,%100,Wed Nov 16 13:38:03 2022,1604
25.48,40.65,1091,%100,Wed Nov 16 13:38:23 2022,1605
25.53,40.42,1002,%100,Wed Nov 16 13:38:43 2022,1606
25.5,40.06,974,%100,Wed Nov 16 13:39:04 2022,1607
25.53,40.25,987,%100,Wed Nov 16 13:39:14 2022,1608
25.53,39.78,1012,%100,Wed Nov 16 13:39:34 2022,1609
25.52,40.18,1015,%100,Wed Nov 16 13:39:54 2022,1610
25.53,39.61,1004,%100,Wed Nov 16 13:40:15 2022,1611
25.53,39.64,893,%100,Wed Nov 16 13:40:25 2022,1612
25.49,39.64,899,%100,Wed Nov 16 13:40:45 2022,1613
25.55,40.13,985,%100,Wed Nov 16 13:41:05 2022,1614
25.57,39.59,1060,%100,Wed Nov 16 13:41:25 2022,1615
25.59,39.61,901,%100,Wed Nov 16 13:41:36 2022,1616
25.57,39.39,911,%100,Wed Nov 16 13:41:56 2022,1617
25.56,39.41,949,%100,Wed Nov 16 13:42:16 2022,1618
25.49,39.54,962,%100,Wed Nov 16 13:42:36 2022,1619
25.49,40.06,936,%100,Wed Nov 16 13:42:46 2022,1620
25.49,39.86,910,%100,Wed Nov 16 13:43:06 2022,1621
25.53,39.73,811,%100,Wed Nov 16 13:43:26 2022,1622
25.56,39.61,871,%100,Wed Nov 16 13:43:47 2022,1623
25.56,39.66,901,%100,Wed Nov 16 13:43:57 2022,1624
25.59,39.43,934,%100,Wed Nov 16 13:44:17 2022,1625
25.55,39.41,807,%100,Wed Nov 16 13:44:37 2022,1626
25.63,39.61,809,%100,Wed Nov 16 13:44:57 2022,1627
25.6,39.24,971,%100,Wed Nov 16 13:45:08 2022,1628
25.63,39.61,849,%100,Wed Nov 16 13:45:28 2022,1629
25.63,39.21,1027,%100,Wed Nov 16 13:45:48 2022,1630
25.64,40.06,911,%100,Wed Nov 16 13:46:08 2022,1631
25.66,40.01,946,%100,Wed Nov 16 13:46:19 2022,1632
25.66,39.73,845,%100,Wed Nov 16 13:46:39 2022,1633
25.62,39.66,920,%100,Wed Nov 16 13:46:59 2022,1634
25.69,39.36,1039,%100,Wed Nov 16 13:47:19 2022,1635
25.66,39.54,1016,%100,Wed Nov 16 13:47:29 2022,1636
25.64,39.26,996,%100,Wed Nov 16 13:47:50 2022,1637
25.67,39.49,908,%100,Wed Nov 16 13:48:10 2022,1638
25.62,39.26,899,%100,Wed Nov 16 13:48:30 2022,1639
25.63,39.43,979,%100,Wed Nov 16 13:48:40 2022,1640
25.62,39.56,960,%100,Wed Nov 16 13:49:01 2022,1641
25.74,39.21,885,%100,Wed Nov 16 13:49:21 2022,1642
25.78,39.04,844,%100,Wed Nov 16 13:49:42 2022,1643
25.78,39.31,944,%100,Wed Nov 16 13:49:52 2022,1644
25.77,38.87,929,%100,Wed Nov 16 13:50:12 2022,1645
25.81,38.92,908,%100,Wed Nov 16 13:50:32 2022,1646
25.81,39.12,929,%100,Wed Nov 16 13:50:52 2022,1647
25.75,38.7,924,%100,Wed Nov 16 13:51:02 2022,1648
25.78,39.02,938,%100,Wed Nov 16 13:51:22 2022,1649
25.81,38.89,988,%100,Wed Nov 16 13:51:43 2022,1650
